text,intent,lang
"Me antojo una americana, tienen promo?",comprar_pizza,es
Procuro voos baratos para Rio de Janeiro 🙏,comprar_vuelo,pt
what medicine can i take for a headache?,consultar_medicina,en
Mi cuenta de la app no funciona,soporte_tecnico,es
Quero commprar uma passagem para Sao Paulo,comprar_vuelo,pt
busco vueelos baratos a lima,comprar_vuelo,es
"quiero un reembolso, el audifono vino defectuoso",reclamo,es
"Nos vemos, cuidate gracias",despedida,es
"Eo seria todo, gracias y chau 🍕",despedida,es
como registro uma startup em boogta?,constituir_empresa,pt
how do i register an llc in santiago?,constituir_empresa,en
que medicina puedo tomar para dolor de espalda?,consultar_medicina,es
necesiito el estado de mi envio,seguimiento_pedido,es
quiero consultar los movimientos de mi cuenta hola,consulta_banca,es
Cuanto falta para que llegue mi comppra? ✈️,seguimiento_pedido,es
Quero pedir uma pizza vegetariana,comprar_pizza,pt
Mi cuenta esta bloqueada porfa ❤️,consulta_banca,es
Necesito el estado de cuenta dde este mes gracias,consulta_banca,es
"Perfecto, nos vemos urgente 👍",despedida,es
Mi cuenta esta bloqueada,consulta_banca,es
"Tenho dor de garganta, o que recomenda?",consultar_medicina,pt
deseo agendar control con ginecologia para el lunes,agendar_cita_medica,es
"el producto llego roto, quiero mi devolucion 🏨",reclamo,es
are there flights to madrid on saturday? 🙌,comprar_vuelo,en
"quero abrir uma startup, quais os tramites?",constituir_empresa,pt
cual es el saldo de mi cuenta? urgente,consulta_banca,es
"el producto llgo roto, quiero mi devolucion porfa",reclamo,es
hey hola,saludo,es
"good afternoon, how are you? 🙌",saludo,en
Deseo presentar una queja formal por mi pedido ❤️,reclamo,es
I want to track my order number 4821 thanks,seguimiento_pedido,en
quiero formalizar mi negocio y sacar ruc pa una srl ✈️,constituir_empresa,es
Quiero comprar una pizza de peperoni ahora,comprar_pizza,es
when does my the sneakers order arrive?,seguimiento_pedido,en
how much is a dentistry consultation?,consultar_medicina,en
"quiero poner un reclamo, la impresora llego danado porfa",reclamo,es
quiero rastrear mi oren numero 4821,seguimiento_pedido,es
"hello, how is it going?",saludo,en
"Oi, tudo certo?",saludo,pt
me pueden dar el tracking de mi orden? hola,seguimiento_pedido,es
olvide mi contrasena y no puedo recuperarla urgente,soporte_tecnico,es
quanto custa uma consulta de cardiologia?,agendar_cita_medica,pt
no me llgea el codigo de verificacion hola,soporte_tecnico,es
cuando llega mi pedido de el celular?,seguimiento_pedido,es
Hola que tal 🏨,saludo,es
"i want to set up a small business, what do i need?",constituir_empresa,en
"hola, como va todo?",saludo,es
Whe does my the keyboard order arrive?,seguimiento_pedido,en
Donde esta mi pedido?,seguimiento_pedido,es
como solicito un aumento dee linea de credito?,consulta_banca,es
"good afternoon, how are you? thanks",saludo,en
"quiero un reembolso, el celular vino defectuoso",reclamo,es
How much is a dermatology consultation?,agendar_cita_medica,en
"im very upset, the service was terrible",reclamo,en
"me duele mucho, tengo dolor de garganta, q medicamento tomo?",consultar_medicina,es
"gracias, hasta luego gracias",despedida,es
"Gracias, hasta la proxima",despedida,es
me consigues un pasaje a piura para manana?,comprar_vuelo,es
"mi cuenta no me deja hacer pagos, que pasa? ✈️",consulta_banca,es
Procuro voos baratos para Santiago,comprar_vuelo,pt
haganme delivery de una pizza criolla porfa porfa,comprar_pizza,es
mi cuenat esta bloqueada,consulta_banca,es
cuando llega mi pedido de la impresora? porfa,seguimiento_pedido,es
el boton de pago no responde en la web urgente 🙌,soporte_tecnico,es
hey hola por favor 😀,saludo,es
no me deja iniciar sesion en mi cuenta 🙌,consulta_banca,es
"grcaias, hasta luego",despedida,es
es seguro tomar aspirina para dolor de cabeza?,consultar_medicina,es
cuanto cuesta una consulta de dermatologia? porfa,agendar_cita_medica,es
quiero rastrear mi orden numero 4821,seguimiento_pedido,es
cuanto cuesta una consulta de cardiollogia?,agendar_cita_medica,es
Quisiera rdenar dos pizzas pepperoni,comprar_pizza,es
me manda una pizza criolla a cusco? porfa,comprar_pizza,es
i need a cardiology consultation ✈️,consultar_medicina,en
quando chega me pedido de o fone?,seguimiento_pedido,pt
que documentos piden para constituir una srl?,constituir_empresa,es
"hola, como va todo? 👍",saludo,es
que puedo tomar si tengo fiebre alta gracias,consultar_medicina,es
preciso de ajuda para formalizar uma startup por favor,constituir_empresa,pt
cuanto cuesta la pizza pepperoni familiar? hola,comprar_pizza,es
"buenas, hay alguien? porfa",saludo,es
i want to submit a formal complaint about my order,reclamo,en
"Ola, bom dia",saludo,pt
No puedo acceedr a mi cuenta,soporte_tecnico,es
necesito una cita medica de cardiologia pa esta semana,agendar_cita_medica,es
"quiero pagar mi tarjeta, cuanto debo?",consulta_banca,es
Deseo reservar un hostal con desayuno incluido,reservar_hotel,es
Tienen pizza americana? quiero pedir una urgente,comprar_pizza,es
"quiero constituir una sac, que tramites necesito? 😀",constituir_empresa,es
Preciso de ajuda para formalizar um pequeno negocio urgente,constituir_empresa,pt
nao consigo transferir dinheiro da minha conta 🙌,consulta_banca,pt
cuantas veces al dia debo tomar paracetamol?,consultar_medicina,es
"That would be all, thanks and bye asap",despedida,en
i cant transfer money from my cacount,consulta_banca,en
"i have a sore throat, what do you recommend? 🙌",consultar_medicina,en
i need a boutique hotel for 3 nights in madrid,reservar_hotel,en
Quisiera reservar un vuelo con Copa a Piura,comprar_vuelo,es
necesito un hotel cerca del cenro pa 3 noches en quito,reservar_hotel,es
"Hola, como va todo? ✈️",saludo,es
necesito una cita medica de traumatologia para esta semana porfa,agendar_cita_medica,es
my account is not working,soporte_tecnico,en
i cant transfer money from my account please 😀,consulta_banca,en
"saludos, buenos dias  todos",saludo,es
Deseo reservar un hotel boutique con desayuno incluido,reservar_hotel,es
Me cobraron de mas y quiero un reclamo,reclamo,es
"Valeu, aate a proxima",despedida,pt
"Buenas, hay alguien? hola 👍",saludo,es
Como bloqueo mi tarjeta de credito?,consulta_banca,es
Me pueden asesorar pa constituir mi startup en Ciudad de Mexico?,constituir_empresa,es
"buenas tardes, cmoo estan?",saludo,es
how much is a ticket to lima with latam? hi,comprar_vuelo,en
"pizza criolla para llevar, cuanto seria? hola 🏨",comprar_pizza,es
"Mi paquete aun no llega, donde esta? por favor",seguimiento_pedido,es
El sistema me da error al cargar la pagina porfa,soporte_tecnico,es
"Buensa, un gusto saludarlos",saludo,es
quiero comprar un vuelo a ciudad de mexico 😊,comprar_vuelo,es
necesito el estado de mi envio 👍,seguimiento_pedido,es
necesito ayuda para formalizar una srl 🏨,constituir_empresa,es
No puedo iniciar sesion en laa aplicacion,soporte_tecnico,es
"el producto llego roto, quiero mi devolucion",reclamo,es
The app is very slow and wont load,soporte_tecnico,en
quanto custa um voo para bogota com gol? urgente,comprar_vuelo,pt
im looking 4 cheap flights to miami,comprar_vuelo,en
"Que tal, buen dia porfa",saludo,es
"hola, uenas noches",saludo,es
How umch is a dentistry consultation? hi,consultar_medicina,en
"Gracias, hasta la proxima 🙏",despedida,es
"listo, ahsta pronto",despedida,es
"tenho febre alta, o q recomendam? por favor",consultar_medicina,pt
Cuanto falta pa q llegue mi compra?,seguimiento_pedido,es
necesito una consulta de cardiologia,agendar_cita_medica,es
donde esta mi pedido? urgente,seguimiento_pedido,es
"Quero abrir um pequeno negocio, quais os tramites?",constituir_empresa,pt
que documentos piden pa constituir im negocio? 👍,constituir_empresa,es
Id like to make a reservation at a 4 star hotel thanks,reservar_hotel,en
good morrning everyone,saludo,en
"pizza hawaiana para llevar, cuanto seria?",comprar_pizza,es
Tienen habitaciones disponibles en Arequipa para el finde?,reservar_hotel,es
"hi, is ayone there?",saludo,en
i need a round trip flight to panama city,comprar_vuelo,en
Minha conta do app nao funciona 😀,soporte_tecnico,pt
mee pueden dar el tracking de mi orden?,seguimiento_pedido,es
necesitto un resort para 3 noches en lima,reservar_hotel,es
"Tengo nauseas, q me recomiendan?",consultar_medicina,es
"gracias x la ayuda, adios urgente",despedida,es
deseo comprar dos boletos a medellin,comprar_vuelo,es
el sistema me da error al cargar la pagina hola,soporte_tecnico,es
me pueden asesorar para constituir una srl en medellin? ❤️,constituir_empresa,es
perfecto nos vemos 😊,despedida,es
mi cuenta esta bloqueada 👍,soporte_tecnico,es
"Gracia por la ayuda, adios 👍",despedida,es
se me congela la pantala en la aplicacion 🏨,soporte_tecnico,es
quisiera ordenar dos pizzas hawaiana hola,comprar_pizza,es
how much is a pediatrics consultation?,agendar_cita_medica,en
deseo agendar control con oftalmologia para el lunes,agendar_cita_medica,es
"pizza cuatro quesos para llevar, cuanto seria?",comprar_pizza,es
preciso de um resort por 3 noites em brasilia 🍕,reservar_hotel,pt
"el teclado que compre no funciona, exijo solucion porfa",reclamo,es
Cotizame uun vuelo a Quito en JetSmart,comprar_vuelo,es
Es seguro tomar naproxeno pa dolor de estomago?,consultar_medicina,es
quisiera hacer una reserva en un hotel boutique hola,reservar_hotel,es
"Buenas tardes, como estan?",saludo,es
"quiero poner un reclamo, la tlevision llego dañado",reclamo,es
"hello, how is it goingg?",saludo,en
I want to order a four cheese pizza,comprar_pizza,en
busco un hostal economico en arequipa,reservar_hotel,es
when does my the headphones order arrive? 😊,seguimiento_pedido,en
Es seguro tomar loratadina para nauseas?,consultar_medicina,es
i want to buy a flight to new york asap,comprar_vuelo,en
como registro una sac en trujillo?,constituir_empresa,es
"el audifono q compre no funciona, exijo ssolucion",reclamo,es
"quero abrir uma empresa, quais os tramites?",constituir_empresa,pt
me pueden dar hora con el doctor de dermatologia?,agendar_cita_medica,es
Cuanto falta para que llegue mi commpra?,seguimiento_pedido,es
quisiera hacer una reserva en un hotel boutique,reservar_hotel,es
quanto tenho na minha conta poupanca?,consulta_banca,pt
hay disponibilidad en un hotel 4 estrellas para el viernes? gracias,reservar_hotel,es
"la television que compre no funciona, exijo soluucion",reclamo,es
"buenas tardes, como estan?",saludo,es
Ya pague pero no se cuando llega mi pedido 🏨,seguimiento_pedido,es
necesito el estado de cuenat de este mes,consulta_banca,es
"Consulta de dermatologia, cuanto seria?",agendar_cita_medica,es
"Quiero constituir una SAC, que tramites necesito?",constituir_empresa,es
"que tal, buen ida ❤️",saludo,es
"quiero poner un reclamo, la impresora llego dnado gracias",reclamo,es
donde esta mi pedido? hola,seguimiento_pedido,es
"ok gracias, bye 😀",despedida,es
necesito un vuelo ida y vuelta a trujillo gracias,comprar_vuelo,es
is there availability at a 4 star hotel for friday? thanks,reservar_hotel,en
Hay vuelos a Arequipa para el sabado?,comprar_vuelo,es
necesito ayuda para formalizar una empresa de servicios,constituir_empresa,es
nao consigo acessar minha conta,consulta_banca,pt
"thank you, have a nice day 🙌",despedida,en
necesito na consulta de odontologia,agendar_cita_medica,es
necesito un hotel 4 estrellas para 3 noches en trujillo,reservar_hotel,es
"good afternoon, how are you? hi",saludo,en
quiero reservar un hotel boutique en lima 🙏,reservar_hotel,es
"alright, see you soon",despedida,en
quiero reservar un hostal en lima porfa 🍕,reservar_hotel,es
deseo agendar control con peiatria para el lunes 😀,agendar_cita_medica,es
Is it safe 2 take ibuprofen for back pain?,consultar_medicina,en
que puedo tomar si tengo tos seca?,consultar_medicina,es
"las zapatillas que compre no funciona, exijo solucion 🏨",reclamo,es
"Muy amable, que tenga buen dia",despedida,es
Preciso de uma consulta de ortopedia esta semana,agendar_cita_medica,pt
el ibuprofeno sirve para gripe? por favor 😊,consultar_medicina,es
necesito un vuelo ida y vuelta a quito por favor,comprar_vuelo,es
"Mi pedido dice en camino hace 3 dias, q paso?",seguimiento_pedido,es
the app keeps crashing when i open it,soporte_tecnico,en
Deseo presentar una queja formal por mi pedido hola,reclamo,es
necesito un hostal para 3 noches en ciudad de mexico,reservar_hotel,es
i forgot y password and cant reset it asap,soporte_tecnico,en
haganme delivery de una pizza de peperoni porfa,comprar_pizza,es
me reservan una habitacion en santiago del 10 al 15? 😊,reservar_hotel,es
Quiero reservar un resort en Ciudad de Mexico gracias,reservar_hotel,es
quiero consultar los movimienttos de mi cuenta,consulta_banca,es
onde esta o meu pedido? 🍕,seguimiento_pedido,pt
El sistema me da error al cargar la pagina,soporte_tecnico,es
Mi cuenta no funciona,consulta_banca,es
the system gives me an error loading the page,soporte_tecnico,en
"hola, buenos dias",saludo,es
busco un hotel boutique economico en quito por favor,reservar_hotel,es
"hi, good morning",saludo,en
mi cuenta de la app no funciona,soporte_tecnico,es
"Quiero constituir una SAC, q tramites necesito? 🙏",constituir_empresa,es
I need a cardiology consultation,agendar_cita_medica,en
Quiero reservar un hotel boutique en Medellin,reservar_hotel,es
no me llega el codigo de verificacion urgente,soporte_tecnico,es
i want to schedule an appointment with orthopedics hi,agendar_cita_medica,en
"valeu, ate a proxima 😊",despedida,pt
quiero reservar un hote 4 estrellas en trujillo,reservar_hotel,es
How much do I have in my savings account?,consulta_banca,en
Tienen disponibilidad para una consulta de oftalmologia?,agendar_cita_medica,es
"Hi, good morning asap",saludo,en
quisiera resservar una cita de ginecologia en quito 😊,agendar_cita_medica,es
quisiera reservar un vuelo con jetsmart a medellin,comprar_vuelo,es
Preciso de um hotel boutique por 3 noites em Lima,reservar_hotel,pt
minha ocnta nao funciona,soporte_tecnico,pt
"boa tarde, como vao?",saludo,pt
necesito una consulta de dermatologia hola,agendar_cita_medica,es
"mi pedido dice en camino hace 3 dias, q passo?",seguimiento_pedido,es
me cobraron de mas y quiero un reclamo 🏨,reclamo,es
"my package hasnt arrived yet, where is it?",seguimiento_pedido,en
"I have back pain, what do you recommend? 🙌",consultar_medicina,en
la app se cierra sola cada vez q la abro,soporte_tecnico,es
"I want to file a complaint, the laptop arrived damaged",reclamo,en
No puedo entrar a mi cuenta gracias,soporte_tecnico,es
Can I book a slot with the pediatrics doctor?,agendar_cita_medica,en
"La aplicacion esta muy lenta, no carga",soporte_tecnico,es
My account is not working please,consulta_banca,en
cuando llega mi pedido de el audifono?,seguimiento_pedido,es
es seguro tomar omeprazol para dolor de garganta?,consultar_medicina,es
"Gacias, hasta la proxima 🙌",despedida,es
cual es el saldo de mi cuenta? po favor 🏨,consulta_banca,es
how much is a orthopedics consultation?,agendar_cita_medica,en
necesito una consulta de cardiologia urgente,agendar_cita_medica,es
Quisiera reservar un vuelo con Avianca a Santiago,comprar_vuelo,es
Necesito el estado de mi envio,seguimiento_pedido,es
necesito un hotel cerca del centro para 3 noches en santiago,reservar_hotel,es
Me manda una pizza criolla a Trujillo?,comprar_pizza,es
i want to check my account transactions,consulta_banca,en
"Obrigao, ate logo",despedida,pt
"el audifono que compre no funciona, exijo solucion",reclamo,es
"la impresora que compre no funciona, exijo solucion hola",reclamo,es
Busco vuelos baratos a Piura,comprar_vuelo,es
Necesito una cita medica de dermatologia para esta semana,agendar_cita_medica,es
El sistema me da error al cargar la pagina urgente,soporte_tecnico,es
minha conta esta bloqueada obrigado,soporte_tecnico,pt
hay vuelos a lima para el sabado? gracias,comprar_vuelo,es
Cuanto tengo disponible en mi cuenta de ahorros?,consulta_banca,es
mi cuenta esta bloqueada,soporte_tecnico,es
"Quiero constituir una EIRL, q tramites necesito? hola",constituir_empresa,es
Deseo agendar control con pediatria pa el lunes,agendar_cita_medica,es
can i get a hawaiian pizzza with extra cheese? ✈️,comprar_pizza,en
Id like a margherrita pizza 4 pickup,comprar_pizza,en
How much does it cost to create a startup?,constituir_empresa,en
cuanto cuesta una habitacion doble en medellin?,reservar_hotel,es
where is my order?,seguimiento_pedido,en
Preciso de um voo ida e volta para Lisboa,comprar_vuelo,pt
No me deja iniciar sesion en mi cuenta,consulta_banca,es
me manda una pizza hawaiana a trujillo?,comprar_pizza,es
Hola uqe tal,saludo,es
como solicito un aumento de linea de credito? gracias,consulta_banca,es
No puedo acceder a mi cuenta,soporte_tecnico,es
"mi pedido dice en camino hace 3 dias, q paso? porfa",seguimiento_pedido,es
i want to buy a flight to lima thanks,comprar_vuelo,en
"que tal, buen dia urgente ✈️",saludo,es
"mi pedido dice en camino hace 3 dias, que paso? por favor",seguimiento_pedido,es
Quanto custa a pizza portuguesa grande?,comprar_pizza,pt
"I have a sore throat, what do you recommend? thanks",consultar_medicina,en
quero rastrear meu pedido numero 4821 urgente,seguimiento_pedido,pt
desejo apresentar uma queixa formal sobre meu pedido,reclamo,pt
tienen habitaciones disponibles en cusco pa el finde? urgente,reservar_hotel,es
are there flights to cancun on saturday?,comprar_vuelo,en
"Eso seria todo, gracias y chau hola",despedida,es
"that would be all, thanks and bye ❤️",despedida,en
no puedo entrar a mi cuenta,soporte_tecnico,es
Cuando llega mi pedido de la impresora?,seguimiento_pedido,es
"Listo, hasta pronto",despedida,es
"ok muchas gracias, chau",despedida,es
"mi cuenta no me deja hacer pagos, que paasa? ✈️",consulta_banca,es
"el producto llego roto, quiero mi devolucion por favor",reclamo,es
Does aspirin help with back pain?,consultar_medicina,en
hay disponibilidad en un resort pa el viernes?,reservar_hotel,es
Id like 2 book a flight with American 2 Panama City,comprar_vuelo,en
"me antojo una napolitana, tienen promo?",comprar_pizza,es
Necesito una consulta de pediatria,consultar_medicina,es
I want to book a resort in Panama City please,reservar_hotel,en
"buenas, hay alguien?",saludo,es
"buenas, hay alguien? urgente ✈️",saludo,es
"Hola, buenas onches por favor",saludo,es
cuanto cuesta una consulta de cardiologia?,consultar_medicina,es
No puedo transferir dinero desde mi cuenta hola,consulta_banca,es
"quiero poner un reclamo, la laptop llego dañado",reclamo,es
Cuanto cuest una consulta de cardiologia?,consultar_medicina,es
cuanto cuesta crear una eirl?,constituir_empresa,es
What documents are required to register a small business? hi,constituir_empresa,en
cuanto demora registrar mi negocio?,constituir_empresa,es
Hay vuelos a Santiago para el sabado?,comprar_vuelo,es
do you have availability for a cardiology appointment?,agendar_cita_medica,en
"gracias, hasta la proxima 😀",despedida,es
I need a 4 star hotel for 3 nights in Lima 🙏,reservar_hotel,en
Me pueden dar hora con el doctor de pediatria? por favor,agendar_cita_medica,es
quisiera ordenar dos pizzas pepperoni gracias,comprar_pizza,es
tienen pizza hawaiana? quiero pedir una,comprar_pizza,es
cuando llega mii pedido de la laptop? urgente,seguimiento_pedido,es
"tengo fiebre alta, que me recomiendan?",consultar_medicina,es
I forgot my passwword and cant reset it,soporte_tecnico,en
